group;value
9;76
3;111
6;22
5;65
0;105
6;63
9;101
9;60
1;6
3;105
8;105
9;103
8;8
9;22
6;62
7;84
9;100
4;116
6;32
2;111
3;15
3;11
9;24
9;68
6;99
4;19
3;56
7;16
7;12
9;80
0;62
4;71
1;79
5;6
8;53
2;73
6;88
7;76
8;24
2;5
8;103
7;55
9;103
4;52
8;107
0;14
2;72
6;113
4;107
9;78
1;117
9;40
8;62
1;28
3;66
1;39
9;13
3;54
1;77
1;38
8;43
2;31
3;119
6;92
5;17
0;15
5;61
6;31
2;98
8;3
5;53
3;109
6;88
0;4
3;24
6;20
4;8
5;7
3;2
7;39
7;46
0;2
2;50
2;58
3;59
6;37
2;13
1;73
0;72
3;11
6;91
7;6
5;65
8;109
8;20
6;95
0;92
9;19
9;70
3;19
8;85
2;108
5;72
7;66
5;48
8;95
4;60
6;60
7;28
0;6
8;93
0;119
1;76
2;85
4;66
3;35
8;15
8;53
0;58
1;54
1;24
8;42
8;3
5;9
2;58
2;80
2;88
8;119
2;15
0;52
5;106
2;51
3;31
3;118
5;34
9;1
4;84
1;81
4;119
6;106
5;101
3;56
0;98
9;46
2;110
1;105
2;69
9;102
3;77
9;53
1;30
2;60
4;77
6;48
0;20
0;36
8;37
2;55
9;103
2;9
3;115
1;97
1;73
6;56
1;29
2;92
7;40
1;55
8;1
3;105
9;73
7;13
9;8
0;114
3;2
9;85
9;46
6;12
1;26
2;101
9;78
0;117
3;109
2;54
6;73
6;103
0;11
0;100
0;50
3;34
0;105
1;103
7;94
4;111
1;108
7;34
2;88
7;20
5;37
9;17
6;81
5;47
6;9
6;93
0;50
7;19
8;91
2;86
0;9
9;54
4;97
2;80
4;59
0;5
1;68
0;37
9;34
5;25
9;60
8;43
0;87
9;106
3;109
6;31
6;89
3;119
0;62
5;87
0;59
8;28
0;5
0;2
2;84
2;4
5;60
4;113
6;44
0;113
5;10
3;39
8;30
0;82
0;8
4;108
2;114
2;25
6;72
2;99
6;91
6;118
4;85
9;83
3;21
8;67
2;90
5;106
6;106
2;33
5;17
8;7
9;24
3;21
2;94
7;51
9;71
3;27
9;89
5;7
3;18
3;58
2;99
4;53
8;98
1;62
0;91
3;117
6;18
5;88
9;90
4;98
4;40
7;72
5;114
5;111
2;95
9;62
0;116
5;0
0;28
1;45
3;93
6;118
5;13
9;87
2;64
0;16
8;89
2;19
2;19
9;2
0;30
0;9
2;5
3;84
9;14
7;38
9;60
2;2
9;104
6;82
5;73
5;16
3;99
4;33
5;41
8;29
7;18
5;79
3;19
8;3
6;37
1;47
7;59
8;83
5;63
8;117
8;90
5;32
7;61
5;33
6;44
3;55
0;70
1;10
7;2
5;57
5;81
2;82
8;104
5;112
2;12
5;101
2;3
5;106
0;1
3;24
9;50
8;77
2;20
3;10
7;77
5;28
8;117
1;77
4;69
3;11
8;67
5;108
5;104
6;93
8;48
0;48
0;44
0;6
1;88
5;44
6;107
0;24
1;67
9;51
3;119
8;67
9;0
2;104
2;88
0;19
3;32
8;55
7;86
9;58
5;62
3;67
3;48
7;106
6;22
0;27
2;68
4;101
7;78
9;17
0;54
9;25
0;16
0;38
5;4
4;78
2;19
6;37
9;61
5;8
9;56
7;116
5;21
2;98
8;60
7;13
0;112
0;39
5;8
7;4
8;30
8;53
1;45
0;30
7;118
7;25
2;61
1;33
4;17
3;95
8;21
4;81
2;29
5;6
6;71
5;41
2;41
2;45
3;44
7;76
4;49
3;28
2;22
4;113
8;89
9;64
3;40
7;14
0;39
1;103
4;77
0;117
0;64
7;117
3;28
0;4
3;44
0;47
7;110
2;75
3;105
4;17
6;28
6;27
7;49
6;61
0;53
1;81
2;54
7;46
2;95
0;6
2;49
8;8
4;67
5;65
7;7
6;25
2;50
9;57
7;102
0;112
9;24
9;76
1;114
4;39
7;66
5;20
9;84
9;64
9;19
4;98
4;101
3;14
8;8
4;6
5;106
9;38
0;100
6;64
4;87
2;57
7;27
6;64
0;7
8;119
3;1
4;73
8;56
7;29
5;54
3;86
6;62
5;87
9;111
4;53
2;54
5;13
4;7
4;30
1;12
5;73
0;62
9;61
4;12
5;4
2;118
8;94
8;118
9;49
8;16
2;32
9;67
3;32
1;86
0;75
3;91
5;47
0;44
3;113
9;31
3;56
3;91
9;97
6;42
4;40
9;55
5;26
4;20
7;69
8;9
7;114
7;73
9;44
8;6
4;57
7;77
0;119
0;116
8;80
1;75
6;20
1;11
7;69
6;7
4;14
8;66
6;86
2;86
8;64
2;21
7;107
3;82
0;100
7;19
2;114
7;116
7;23
4;7
9;91
6;81
2;70
4;100
5;57
1;77
3;110
6;53
5;113
0;43
6;1
6;108
7;29
4;52
1;57
5;67
7;46
9;100
1;102
9;33
2;118
6;44
7;39
8;56
0;51
9;104
5;110
1;111
0;66
0;60
5;61
0;105
1;77
4;73
1;50
9;77
6;63
8;30
9;47
1;113
3;110
4;19
8;85
5;97
7;90
0;12
3;82
3;40
1;67
6;76
9;27
6;17
3;88
1;46
9;28
5;4
3;92
3;64
7;63
7;90
8;6
9;31
7;119
7;83
0;12
9;14
7;33
3;39
4;79
4;10
4;55
0;115
9;75
0;95
3;14
1;95
7;78
1;111
4;75
0;78
3;117
9;29
3;46
4;91
9;104
0;77
9;30
7;50
7;0
9;82
8;36
7;99
5;78
6;77
5;77
1;102
9;66
2;39
8;116
3;82
8;61
0;111
4;109
5;50
8;16
1;54
1;21
1;7
0;69
0;78
5;42
0;103
5;89
1;70
6;71
2;82
2;101
2;27
8;75
2;117
6;101
6;101
5;44
2;74
5;41
3;108
1;89
5;39
1;91
5;111
8;79
3;78
6;85
6;105
9;64
0;104
9;86
1;41
9;25
4;102
6;17
1;111
1;107
5;66
4;94
1;55
9;44
1;76
5;87
0;14
8;35
4;83
6;23
1;74
7;41
1;72
3;116
6;53
7;10
4;101
7;60
1;88
8;64
8;31
4;118
1;38
3;90
6;6
6;59
0;104
5;0
5;87
9;75
3;117
5;70
8;87
4;6
0;73
6;118
1;115
4;64
5;74
8;81
7;27
1;71
3;113
7;114
6;46
0;104
2;114
2;90
0;57
2;107
1;42
2;112
9;13
1;74
3;2
1;57
0;71
0;92
7;35
4;92
1;82
0;114
9;4
5;93
5;39
2;5
5;16
1;61
9;3
9;0
8;61
0;32
0;83
4;108
3;36
7;37
1;18
7;19
0;44
9;61
4;66
1;12
0;28
2;85
5;35
6;6
0;34
6;76
3;61
1;91
7;116
3;17
1;100
3;20
9;24
1;73
4;43
0;38
3;117
6;3
7;2
4;89
3;69
3;10
5;100
8;24
4;95
8;19
8;114
6;97
5;17
2;70
9;112
0;55
6;15
2;67
8;103
6;40
5;42
2;107
5;118
2;85
7;31
1;27
9;74
1;60
3;107
8;116
7;97
1;23
3;14
6;83
9;111
1;8
4;18
0;8
4;79
3;24
5;64
9;3
7;59
2;51
0;62
8;26
2;33
6;75
6;85
9;113
6;92
1;4
7;58
4;66
0;57
1;84
9;10
3;24
1;51
8;4
2;25
0;90
8;66
0;33
5;66
5;53
6;71
5;11
4;82
9;16
5;72
8;45
6;51
5;56
7;77
7;22
7;30
1;24
0;52
4;67
9;74
8;74
2;118
3;72
9;31
9;91
8;28
0;91
0;91
1;74
0;56
9;37
3;29
5;109
5;63
5;13
9;29
4;71
4;38
0;36
0;27
5;39
5;59
3;2
8;96
1;118
1;2
1;43
7;113
7;97
9;41
9;20
8;111
7;56
9;37
8;107
6;115
4;72
2;115
9;26
7;24
0;11
4;114
0;24
7;28
9;57
8;79
1;106
2;59
8;100
9;82
3;24
6;41
2;91
3;2
3;52
3;51
1;15
3;33
7;31
8;71
6;67
2;51
5;69
5;115
2;105
5;42
3;19
1;54
8;44
7;10
3;107
6;6
8;38
4;64
8;46
0;46
2;54
9;109
2;6
2;0
8;74
8;112
8;6
6;39
8;71
2;85
4;8
4;46
9;44
6;24
5;41
8;100
5;43
5;112
3;52
3;38
0;21
6;42
8;40
3;73
6;114
7;74
6;19
8;86
5;21
0;87
3;30
4;64
5;27
4;8
1;58
4;74
0;47
1;117
6;2
5;89
7;60
2;81
3;1
6;109
5;99
0;42
8;116
9;31
5;36
1;119
1;109
5;60
9;96
0;38
1;19
8;107
6;74
6;70
8;24
7;82
0;88
4;98
6;39
5;41
3;24
5;104
0;102
2;17
2;119
8;31
1;90
9;13
3;117
9;45
4;109
2;115
9;14
8;15
4;19
3;84
7;81
9;33
9;109
5;32
9;83
3;72
9;64
8;92
9;15
1;62
5;10
5;45
8;73
2;6
9;61
6;53
9;22
7;18
5;16
9;94
5;25
5;0
8;77
0;33
5;13
4;67
9;29
2;11
1;32
2;111
2;71
1;2
0;54
7;50
7;15
0;58
7;89
0;69
8;72
9;25
9;43
8;113
7;52
7;62
8;69
7;26
1;79
7;75
2;39
2;114
6;71
9;108
8;62
2;7
9;107
0;12
2;50
3;93
4;17
4;27
8;46
7;15
0;83
0;49
9;24
5;56
6;18
6;89
5;95
8;119
0;30
2;33
5;28
7;117
4;56
6;18
4;52
7;99
1;61
1;108
5;117
8;115
9;48
8;1
8;74
1;44
1;64
7;33
0;25
7;16
8;50
9;72
7;50
3;52
8;70
1;85
9;28
8;42
8;3
2;32
0;27
9;57
1;40
4;51
2;1
8;53
4;69
4;105
5;16
6;76
6;72
6;30
3;42
5;15
0;78
4;6
2;51
0;80
6;50
5;12
0;83
2;14
1;1
0;87
5;83
0;36
1;102
0;105
9;86
3;95
8;27
1;93
5;58
7;76
5;57
1;72
3;24
2;109
9;70
5;7
7;36
6;84
2;78
9;15
0;98
8;66
7;90
3;7
6;81
2;81
3;12
6;113
5;18
9;25
2;10
2;53
4;44
2;76
0;94
9;79
1;28
7;68
5;6
1;25
2;48
5;45
3;45
3;48
1;51
7;93
3;34
3;84
0;63
1;69
9;60
6;109
0;83
9;84
0;82
7;88
4;10
6;77
8;7
5;107
4;36
0;2
5;19
9;100
0;88
9;30
6;36
3;89
2;72
3;38
7;87
8;28
4;56
0;24
9;42
4;52
1;38
0;10
5;50
6;4
1;73
0;65
5;58
3;111
5;75
8;73
6;32
9;86
0;87
2;42
2;105
7;83
1;111
4;85
3;43
1;114
2;21
6;51
1;115
4;103
3;94
5;2
4;19
2;78
7;9
3;74
3;90
9;77
8;40
1;11
5;77
4;25
3;43
7;113
0;12
0;58
1;94
1;60
5;69
7;64
4;118
6;27
9;42
4;34
9;1
3;60
3;109
6;110
7;21
2;31
3;2
4;66
2;19
4;115
7;18
6;48
6;51
3;73
5;79
3;115
6;11
7;72
9;68
9;101
9;4
0;115
6;16
7;10
0;27
0;13
4;32
3;27
9;43
6;117
6;101
7;38
7;84
8;81
4;22
6;84
5;104
5;76
6;72
7;83
8;105
2;74
1;100
4;1
1;20
9;100
6;111
3;9
0;27
3;1
9;0
8;17
3;66
0;111
8;100
8;37
4;15
4;37
3;20
8;45
7;37
8;37
3;49
0;87
6;94
0;61
2;31
4;90
3;110
3;11
4;83
4;52
4;72
1;119
5;63
2;42
3;59
2;89
9;68
8;56
8;48
1;25
9;56
8;93
0;41
7;7
4;74
9;101
2;117
2;115
2;21
2;27
6;25
9;43
3;110
0;93
4;71
4;83
3;83
2;14
7;22
1;17
9;69
5;43
0;105
2;101
0;72
9;78
9;107
5;15
0;2
6;57
5;79
1;115
7;4
7;116
8;55
5;81
9;57
3;31
1;35
4;27
9;28
0;78
3;45
9;96
6;69
1;85
9;55
7;55
6;100
5;90
0;90
9;111
3;76
1;93
5;66
9;28
3;109
7;65
8;8
5;39
8;19
5;39
4;84
4;25
8;96
9;44
9;110
8;38
5;62
8;97
9;107
2;65
7;117
0;15
7;19
9;54
9;4
3;86
5;16
6;98
4;67
8;18
2;113
6;0
4;52
3;97
2;19
3;102
2;57
3;34
5;2
7;76
3;117
6;108
7;22
4;80
0;62
0;82
1;36
3;12
4;11
5;44
2;62
9;8
9;62
5;38
1;3
6;20
9;33
5;109
0;59
0;2
8;23
6;86
0;21
4;105
9;3
0;38
6;96
8;7
0;78
0;71
3;57
3;11
4;68
9;100
4;21
8;2
8;36
1;9
2;79
5;39
5;61
8;104
9;107
4;97
8;92
4;90
8;96
3;79
7;103
7;29
7;41
0;20
0;99
5;112
3;95
7;109
1;59
6;45
0;44
3;65
5;92
4;42
2;35
6;103
8;10
3;64
9;118
3;60
2;69
5;103
6;53
5;50
3;46
0;79
8;68
5;60
5;8
1;117
5;102
7;40
1;36
9;59
7;19
3;101
2;99
0;71
5;48
9;26
0;33
1;52
2;84
0;32
0;55
4;32
2;57
0;51
6;68
8;27
6;36
3;54
1;81
3;40
2;80
2;1
7;105
1;39
0;46
7;80
3;22
3;32
9;110
6;107
9;29
5;77
9;105
0;42
8;61
0;108
5;51
4;65
8;67
7;117
8;73
6;65
0;65
7;38
2;83
5;102
5;14
3;95
4;86
5;63
5;109
9;109
5;100
9;73
8;51
5;10
5;96
1;41
6;46
2;106
5;31
3;79
5;78
4;33
8;21
0;52
9;91
8;28
4;19
8;71
4;47
4;13
6;74
3;25
4;68
8;54
5;80
6;100
3;33
3;106
1;106
7;23
7;24
8;55
4;94
4;99
8;52
0;54
4;63
7;50
4;26
8;86
5;73
1;118
7;108
9;40
1;9
9;3
8;106
7;23
1;62
6;55
9;6
2;73
5;106
7;6
4;11
7;29
5;117
6;28
9;44
2;32
2;92
1;103
1;100
6;110
7;60
4;59
3;66
0;39
5;86
2;103
3;72
2;23
1;4
6;63
4;28
1;116
9;63
3;25
8;31
2;26
2;118
2;111
5;104
1;82
1;80
7;105
4;101
8;79
7;115
0;96
8;61
1;84
8;81
0;30
3;37
5;111
9;54
9;107
9;74
0;83
4;16
7;101
1;103
4;42
1;9
4;0
5;66
0;22
4;87
7;101
9;76
7;63
9;71
8;26
4;113
4;60
7;111
3;82
8;61
2;91
5;52
4;54
0;2
9;83
7;29
2;62
0;84
6;86
6;103
9;5
4;69
2;4
5;115
4;89
1;74
1;78
3;30
0;78
2;77
7;79
4;90
4;0
6;64
1;104
0;101
1;26
6;48
8;13
8;115
6;27
7;81
7;67
7;17
4;10
7;93
3;47
4;54
4;2
9;8
4;7
9;75
8;7
2;18
4;83
3;47
2;102
3;35
7;98
3;29
4;90
8;104
9;55
1;98
1;64
4;19
9;110
5;81
1;70
3;12
2;57
9;29
9;79
9;89
2;44
9;44
4;118
1;117
8;119
2;23
2;62
1;58
6;34
7;85
2;25
4;87
8;111
1;99
6;32
7;107
9;76
1;82
2;49
1;79
5;71
3;47
1;104
4;44
2;34
6;7
1;54
0;57
7;109
0;99
0;7
6;33
4;56
7;74
0;87
4;7
0;26
1;61
1;40
7;45
1;43
7;71
5;15
8;79
6;9
6;112
8;118
6;5
1;102
6;86
6;95
2;24
8;17
9;14
9;17
1;117
1;100
2;23
4;56
1;98
7;8
9;30
2;7
0;95
7;34
4;46
8;58
5;71
5;113
9;90
6;92
0;96
5;109
8;7
6;78
8;3
2;53
3;86
0;19
2;72
9;9
1;26
4;16
4;17
1;117
0;30
8;58
3;101
0;16
8;36
7;104
9;18
0;98
3;116
4;79
6;71
0;114
2;53
3;73
6;65
1;28
6;35
1;25
2;113
4;22
3;3
7;115
7;28
1;118
8;20
7;61
7;53
2;62
0;47
5;14
1;70
8;69
4;60
2;37
9;9
1;117
3;86
2;4
2;106
6;70
7;32
0;29
9;92
2;50
6;85
7;91
9;69
6;55
5;107
0;10
9;2
4;13
9;8
2;78
5;27
6;17
5;90
7;13
2;31
8;77
6;111
8;76
1;9
1;8
5;6
0;99
1;18
1;19
8;61
1;57
6;28
1;70
1;23
1;52
3;90
8;37
4;117
9;107
0;21
8;118
3;98
6;3
2;119
4;96
4;70
6;44
6;112
4;17
9;58
6;11
7;3
1;79
2;110
8;23
0;47
7;79
4;8
8;65
7;23
0;115
5;72
8;51
2;86
9;99
8;31
5;79
0;34
0;109
8;31
2;68
7;88
3;70
8;69
1;7
0;52
3;23
4;5
7;83
1;46
9;85
5;55
3;20
3;62
1;71
0;20
8;52
0;98
0;37
1;115
2;50
6;54
9;118
0;22
2;23
9;59
5;30
1;2
2;51
4;66
1;27
0;90
6;34
3;1
4;79
4;47
7;40
6;117
4;115
3;3
3;18
6;45
5;70
5;18
0;79
2;98
3;36
1;27
5;23
0;9
5;75
4;15
4;69
2;76
4;73
8;22
6;73
2;5
1;72
4;2
5;108
2;104
7;18
5;4
5;45
7;56
7;46
9;31
4;29
0;118
2;69
1;95
0;106
2;1
1;12
6;74
5;8
1;34
2;78
7;49
3;57
4;31
1;87
4;45
6;20
2;6
9;59
4;67
0;110
4;70
7;71
5;56
6;102
2;102
0;99
8;61
0;68
6;79
4;111
8;77
6;19
2;51
2;63
4;65
0;58
0;113
2;61
7;5
0;22
2;83
3;67
8;84
1;96
9;0
8;37
0;47
1;50
0;48
9;95
6;81
1;60
6;97
1;68
4;85
1;111
7;10
7;49
1;51
2;26
6;32
0;95
3;81
0;43
7;58
2;89
2;17
7;57
7;119
5;105
4;39
7;38
8;4
7;48
8;95
0;34
8;49
1;60
2;88
5;21
2;29
8;62
5;16
6;40
7;28
8;56
2;45
4;26
4;41
5;61
5;28
6;46
3;12
8;119
7;113
5;35
7;112
1;67
5;112
7;0
7;68
2;99
0;30
6;48
6;25
2;73
8;80
8;106
5;1
2;90
9;76
0;106
7;5
7;119
2;0
0;102
3;13
1;118
8;14
9;60
8;6
6;53
7;81
0;75
2;44
5;78
6;31
7;39
1;73
0;56
6;71
1;10
6;78
9;55
0;47
6;100
3;29
1;22
3;8
0;19
8;115
1;0
7;19
3;96
5;7
9;5
5;68
8;84
2;6
7;106
7;109
6;89
3;32
6;81
3;95
4;105
7;85
6;38
8;103
6;91
1;22
9;40
9;106
0;115
8;63
4;88
0;80
0;16
4;87
2;48
9;64
4;17
9;31
4;38
8;86
6;63
6;103
0;12
2;98
7;60
6;61
0;28
3;99
6;16
7;33
9;48
8;17
4;31
7;65
1;20
7;107
1;81
2;56
2;41
8;56
4;59
2;3
5;30
6;57
8;38
8;87
6;87
0;53
3;9
2;75
9;32
4;3
2;7
6;102
5;7
0;76
4;59
8;42
9;16
4;42
6;99
0;15
0;2
8;37
9;69
6;88
7;107
4;24
3;87
3;22
6;109
9;59
4;4
0;42
5;64
4;22
7;100
6;6
0;60
4;20
4;94
6;110
1;77
2;90
5;67
4;87
7;18
6;107
4;74
2;77
0;57
3;40
6;67
1;54
5;2
6;47
3;60
5;65
6;28
5;63
9;113
7;68
6;107
2;48
1;1
0;2
4;55
5;29
7;37
7;17
5;114
6;17
4;32
9;7
0;113
9;25
9;20
5;25
9;92
2;89
0;32
5;57
9;67
0;49
6;8
5;56
8;14
3;114
6;27
2;43
0;107
6;37
3;94
6;35
6;93
1;56
3;26
5;75
2;29
2;21
7;73
9;98
0;83
3;2
3;90
6;95
5;117
5;1
6;38
0;52
5;15
2;62
4;74
6;28
0;67
5;3
1;63
0;70
0;97
3;13
8;45
7;80
5;35
1;84
3;0
9;114
2;70
1;48
6;16
7;94
7;58
9;47
1;60
7;42
4;105
8;31
9;118
8;76
6;114
8;44
8;87
9;40
3;61
3;19
1;6
7;118
1;113
7;65
5;25
3;51
5;118
8;17
6;102
8;65
5;76
5;81
7;52
9;47
8;40
0;112
0;71
3;45
6;23
2;54
4;34
0;96
0;49
0;60
3;113
2;69
3;96
2;71
8;90
3;0
5;83
3;8
9;73
6;89
2;29
4;58
9;0
8;11
2;8
7;45
5;29
7;29
3;91
1;15
1;1
3;57
9;93
4;34
6;30
7;82
2;28
5;108
7;82
0;65
6;66
3;63
7;26
7;107
9;107
4;70
1;113
1;12
4;74
6;116
4;68
0;114
1;9
6;91
4;70
2;117
0;6
6;70
7;6
9;64
0;103
7;22
5;63
0;40
8;9
6;36
3;98
4;116
2;2
0;31
5;110
1;44
7;29
7;45
6;95
0;29
2;25
2;92
3;89
0;116
7;18
5;68
6;41
2;32
7;54
3;85
2;48
8;70
7;112
5;28
4;79
1;86
5;53
3;57
4;34
8;19
7;27
4;100
4;8
9;61
3;75
4;60
5;40
2;35
4;96
2;1
9;111
8;20
9;108
3;52
5;102
8;96
1;76
4;66
2;35
9;45
5;75
5;47
6;14
3;35
5;111
8;20
6;22
8;119
5;29
4;61
3;64
6;50
9;62
0;12
9;39
1;27
5;8
3;109
4;69
9;77
6;101
0;6
8;54
6;26
7;99
5;11
1;107
9;96
2;106
9;89
5;58
5;85
9;98
2;39
2;8
2;94
6;64
0;56
4;97
9;108
8;75
6;102
5;70
8;96
8;38
4;40
0;90
9;31
0;114
8;16
9;116
4;107
2;2
7;81
3;98
8;9
0;94
0;20
7;14
2;105
9;93
3;53
5;115
2;24
0;103
8;90
4;27
4;44
1;86
2;24
9;86
4;39
0;94
0;112
6;104
6;6
0;29
2;89
2;110
5;74
6;68
1;92
0;45
5;66
6;31
7;53
5;68
2;20
8;98
0;29
3;23
5;108
8;35
5;48
2;66
3;93
4;90
0;48
3;100
0;36
5;67
2;8
4;8
9;32
6;69
4;23
9;72
6;100
8;116
6;80
3;70
4;6
9;58
4;118
1;105
3;7
9;0
2;61
8;94
6;53
6;105
0;2
3;30
1;7
4;21
6;46
9;54
5;95
6;23
8;106
0;20
1;76
1;87
7;21
2;67
9;97
7;71
5;108
3;18
9;65
1;62
5;31
7;40
9;114
2;50
6;6
7;12
6;88
8;38
0;94
3;0
9;68
8;9
1;114
6;45
5;82
9;16
2;31
5;24
4;88
1;48
4;88
2;99
2;102
0;37
3;13
8;76
8;102
5;9
7;60
2;104
0;45
4;94
9;81
3;48
4;4
7;109
2;31
9;49
6;7
7;50
9;97
0;72
2;69
1;58
6;101
6;54
3;16
2;47
6;23
9;115
2;54
1;116
2;88
6;89
3;23
9;70
5;82
4;63
6;1
6;49
0;86
5;85
2;66
9;117
6;46
1;86
2;110
8;36
0;56
3;41
6;87
2;1
2;110
3;87
7;70
4;105
1;15
6;24
1;98
7;109
7;26
0;4
3;98
7;23
7;4
7;100
6;9
7;49
1;88
3;58
5;53
4;42
5;82
0;25
1;38
0;24
9;27
8;108
6;31
4;18
3;112
4;111
1;7
7;111
8;66
5;118
5;77
4;24
2;73
5;6
5;106
2;19
8;100
6;102
6;118
4;102
7;4
0;56
9;112
7;55
6;26
6;73
8;54
7;52
8;26
6;53
5;95
4;115
1;49
9;70
4;90
5;46
4;79
3;41
7;3
8;100
3;37
3;9
7;77
1;108
7;76
5;20
4;72
3;35
5;118
5;1
1;11
6;108
2;58
6;81
9;55
8;38
2;98
7;114
8;86
5;8
4;94
3;91
9;41
4;95
3;98
0;2
1;62
7;109
3;46
1;15
4;96
2;47
4;62
2;110
1;30
6;96
4;78
6;61
7;82
7;51
4;4
4;76
7;23
8;24
1;83
7;83
2;44
1;11
0;27
9;76
5;45
6;9
0;30
3;45
5;62
5;85
5;105
4;115
5;109
2;58
2;10
3;113
5;6
9;17
6;108
1;88
8;83
2;23
8;72
2;16
6;79
5;46
1;116
5;117
8;44
2;40
8;71
0;97
9;107
5;73
7;118
1;113
4;53
9;96
7;109
9;103
1;118
4;119
9;45
0;85
6;80
8;39
9;63
8;79
7;86
3;65
8;2
7;3
8;77
3;31
1;51
0;58
6;66
2;13
0;68
1;29
3;93
6;11
1;54
8;12
8;21
3;46
0;72
4;87
8;12
2;73
3;29
7;119
4;98
5;106
4;31
2;16
4;6
6;2
0;76
6;106
4;40
3;63
5;91
8;48
8;103
0;74
5;67
0;27
4;37
0;36
4;93
8;96
4;100
9;104
4;18
0;118
6;108
5;61
3;27
0;10
9;20
3;13
6;102
3;31
6;96
9;94
8;42
8;54
9;86
7;3
7;82
4;28
1;45
9;101
0;35
7;9
1;48
8;104
4;100
9;40
8;118
6;103
3;27
5;104
8;91
7;81
2;27
2;46
6;78
5;0
0;119
1;14
9;78
0;10
7;104
3;89
9;80
4;111
8;85
5;54
3;96
2;84
9;54
6;11
5;57
5;49
6;101
5;80
8;55
6;37
5;82
1;87
5;17
6;109
2;75
3;52
2;110
7;13
1;85
7;87
9;46
3;47
9;85
5;114
8;100
3;98
1;102
6;86
7;65
3;9
8;65
6;33
5;55
6;48
2;6
6;81
7;68
7;110
3;101
4;67
5;94
8;76
7;108
4;105
1;108
3;52
4;45
7;54
1;71
9;44
5;70
5;81
5;114
5;112
4;59
5;7
5;116
6;9
4;88
6;27
6;108
6;15
8;6
2;0
7;73
1;23
7;29
4;15
9;39
2;55
9;45
3;49
3;3
2;83
5;27
4;77
1;56
8;17
9;51
2;69
7;30
0;26
1;89
0;83
3;77
1;13
8;14
0;3
8;68
3;24
0;65
3;6
2;6
4;65
6;64
4;117
8;45
5;50
5;2
5;51
7;62
8;86
6;105
9;38
3;70
8;44
7;43
4;62
6;20
4;115
5;82
4;55
4;93
9;73
8;104
3;72
5;22
7;53
0;33
6;26
2;32
0;28
2;55
4;27
1;112
3;1
6;108
1;115
6;97
4;110
3;52
5;40
7;107
7;67
6;19
8;118
8;113
4;107
3;106
4;10
5;109
1;50
2;43
5;84
9;49
7;63
8;102
7;119
8;103
5;37
8;109
3;45
2;7
6;116
0;17
6;5
6;15
9;51
2;3
4;36
6;72
5;118
1;77
7;43
4;82
6;35
8;74
9;48
0;72
1;110
5;81
2;12
1;100
6;88
7;11
2;61
8;87
3;76
4;58
1;13
3;92
9;39
8;5
2;65
7;91
1;66
7;33
3;31
5;20
4;56
1;64
7;56
2;99
6;11
1;70
1;102
6;54
1;77
4;57
4;85
6;47
2;19
1;55
9;66
7;21
0;69
5;15
0;30
8;115
5;113
8;108
2;43
1;57
7;4
8;22
9;87
4;10
2;119
1;109
3;46
4;22
2;60
0;96
8;3
9;100
3;88
5;42
4;90
0;80
9;38
6;110
8;98
9;17
2;98
0;109
1;82
4;17
7;26
9;11
7;8
4;5
3;29
6;73
0;80
8;18
3;14
1;9
5;40
7;84
4;30
1;65
5;70
0;50
8;74
3;29
9;117
0;118
9;44
0;6
5;0
6;47
7;52
1;62
5;69
6;70
3;103
7;55
2;118
4;35
9;38
3;101
1;114
8;21
0;60
0;50
4;58
3;3
4;89
0;21
6;21
1;14
3;117
4;14
3;50
0;90
6;7
8;79
4;112
5;14
4;26
7;5
4;67
1;103
6;65
5;63
9;56
8;89
8;14
2;2
3;71
8;63
1;87
1;7
8;9
6;33
8;2
1;34
9;118
6;73
1;34
0;100
9;100
0;103
7;99
7;3
7;89
0;74
6;109
4;45
6;55
2;83
1;96
8;114
0;117
4;43
3;72
8;54
4;108
6;5
9;57
3;100
4;109
7;0
6;112
9;11
1;114
6;113
7;37
4;103
4;53
9;37
2;23
9;32
4;68
1;64
7;93
6;64
9;49
3;102
4;53
7;115
6;0
7;77
2;14
3;93
4;119
6;103
1;107
7;110
8;42
9;55
8;14
0;99
6;46
2;54
0;98
6;91
3;21
5;115
8;38
9;71
3;47
4;44
5;85
9;60
4;49
3;19
8;101
5;78
4;92
2;74
8;75
5;65
3;46
6;118
6;106
6;63
0;52
9;33
0;8
0;1
0;67
8;107
4;35
3;44
1;104
4;7
1;37
2;81
1;15
6;103
4;16
5;116
7;52
3;1
8;24
9;1
5;116
3;62
3;3
8;80
0;55
9;100
3;81
0;86
7;92
7;53
8;96
6;111
0;49
5;66
1;0
7;73
3;26
0;48
6;58
4;29
6;22
1;35
3;40
1;17
0;83
2;105
6;103
7;35
8;14
1;71
1;55
1;109
8;26
0;14
6;79
0;66
1;97
3;6
8;21
4;85
0;46
6;55
6;8
5;78
1;107
4;74
3;11
8;91
4;44
2;25
7;31
7;79
7;77
4;61
4;106
0;2
8;111
4;95
0;31
6;18
5;89
2;44
1;107
2;97
9;64
5;55
5;103
5;15
5;39
2;91
7;16
0;2
6;70
4;38
9;5
7;96
7;100
4;11
2;38
1;115
9;110
6;9
9;94
5;21
8;28
0;100
5;4
5;11
1;23
3;3
9;68
7;30
1;69
3;85
7;90
9;24
8;101
2;25
8;44
9;17
2;102
9;114
1;65
7;85
2;32
5;15
4;111
4;54
4;3
5;8
0;85
